,title,description,date,channel,num_tags,duration,viewcount,likecount,dislikecount,commentcount,topics
10,戴上N95口罩的六个步骤 (Six steps to wearing the N95 mask),"The use of N95 mask increases the effort in breathing and may cause discomfort, tiredness or headache. As some people with chronic lung disease, heart disease or stroke may already have reduced lung volumes or breathing issues, they should stop using a N95 mask if they feel uncomfortable. They should consult their doctor as to whether they can use the N95 mask.

The N95 mask is not suitable for pregnant women and children.

Persons with chronic lung or heart conditions who feel uncomfortable when wearing the N95 masks should stop doing so and consult a doctor before carrying on.

Note: Persons who are not feeling well should seek medical attention




For Employers:

Employers should deploy susceptible employees to work indoors where possible.
Employers should provide N95 masks to susceptible employees working outdoors if outdoor activity is unavoidable.


http://www.moh.gov.sg/haze
http://www.facebook.com/sghealthminister",2013-06-26T02:27:12.000Z,MOHSingapore,8,PT1M34S,13685,14,3,0,Lifestyle_(sociology);Health
11,Six steps to wearing the N95 mask (Tamil version),"The use of N95 mask increases the effort in breathing and may cause discomfort, tiredness or headache. As some people with chronic lung disease, heart disease or stroke may already have reduced lung volumes or breathing issues, they should stop using a N95 mask if they feel uncomfortable. They should consult their doctor as to whether they can use the N95 mask.

The N95 mask is not suitable for pregnant women and children.

Persons with chronic lung or heart conditions who feel uncomfortable when wearing the N95 masks should stop doing so and consult a doctor before carrying on.

Note: Persons who are not feeling well should seek medical attention

 

For Employers:

Employers should deploy susceptible employees to work indoors where possible.
Employers should provide N95 masks to susceptible employees working outdoors if outdoor activity is unavoidable.


http://www.moh.gov.sg/haze
http://www.facebook.com/sghealthminister",2013-06-26T02:24:59.000Z,MOHSingapore,10,PT1M57S,13604,5,5,1,Lifestyle_(sociology);Health
12,President and Health Minister visits Kwong Wai Shiu Hospital,President Tony Tan and Health Minister Gan Kim Yong find out how the elderly in the hospital are coping with the haze.,2013-06-25T13:33:29.000Z,MOHSingapore,None,PT2M4S,215,1,0,0,Society
13,Remembering SARS - 31st May 2013,"Ten years ago today, on 31st May 2003, Singapore was declared SARS-free. 

While SARS affected us for only about three months, it was a very intense period in our history. 

In this video, we remember those affected by SARS, and hear the personal reflections of some who suffered, supported and overcame SARS together.",2013-05-31T10:18:09.000Z,MOHSingapore,8,PT8M17S,9258,37,3,3,Television_program;Society
14,More Options in Primary Care,"Singaporeans will soon have more options to meet their basic healthcare needs, with the set-up of Family Medicine Clinics (FMCs) and Community Health Centres (CHCs). Check out this video to find out more about FMCs and CHCs!",2013-04-26T00:45:52.000Z,MOHSingapore,None,PT3M22S,2113,2,0,0,Society
15,Promoting Healthy Living, ,2013-04-22T08:23:18.000Z,MOHSingapore,None,PT2M10S,341,0,0,0,Society
16,Webisode 6: Caring beyond borders,Caring beyond borders -- the story of principal enrolled nurse Rokia Bte Sulaiman of NHC who went to Pakistan as part of the overseas mission and is willing to go on more such missions to care for the ill. She loves caring for the ill in Singapore or beyond.,2013-04-05T06:25:56.000Z,MOHSingapore,None,PT3M54S,2687,13,0,1,Society
17,Webisode 5: A passion to serve humanity, ,2013-04-02T02:03:28.000Z,MOHSingapore,31,PT32S,189,2,0,0,Society
18,Webisode 5: A passion to serve humanity,A passion to serve humanity -- the story of nurse Kumari of Changi General Hospital who believes in serving humanity. She went beyond the call of duty to help Jenny who had fallen while trying to board a bus by taking her to the hospital.,2013-03-28T15:25:50.000Z,MOHSingapore,31,PT3M15S,2403,17,1,0,Society
19,Towards Better Health for All,MOH-REACH Dialogue on 24 March 2013,2013-03-24T13:43:24.000Z,MOHSingapore,None,PT1M31S,261,None,None,None,Society
20,Trailer 5: A passion to serve humanity,,2013-03-21T11:56:48.000Z,MOHSingapore,32,PT32S,187,0,0,0,Society
21,Making Healthcare Affordable,"During the recent Committee of Supply Debate, Health Minister updated Singaporeans on the Ministry's efforts to provide Singaporeans with effective and good quality healthcare. He also elaborated  on the ongoing review of the healthcare financing model to enhance the affordability of healthcare. We hit the streets to hear what Singaporeans had to say in response.",2013-03-22T05:01:49.000Z,MOHSingapore,7,PT3M2S,226,None,None,None,Society
22,Webisode 4: Combining science with the human touch,Combining science with the human touch -- the story of nurse Xie Huiting of IMH who believes treatment is a combination of science and human touch. She did her PHD from USA and she is using her expertise to practice and preach evidence based treatment.,2013-03-21T11:57:51.000Z,MOHSingapore,32,PT4M13S,1529,7,1,2,Society
23,Trailer 4: Realising her potential to touch the lives of people, ,2013-03-20T02:06:50.000Z,MOHSingapore,33,PT32S,123,1,0,0,Society
24,Webisode 3 : Specialising to offer the best care,Specialising to offer the best care -- the story of nurse Lee Mei Yi of KKH who has specialised in Pediatrics to better care for child patients. She has been at the same ward in the same hospital since joining the nursing profession.,2013-03-14T13:45:56.000Z,MOHSingapore,29,PT4M32S,6357,40,0,1,Society
25,Remembering SARS - A Nation United,"In remembrance of SARS.

Copyright for images:
Lance Lee
MCI
NEA
NHB
SPH

Copyright for music:
Lone Harvest, Kevin MacLeod (incompetech.com)


Produced by:
(C) Ministry of Health, Singapore, 2013
http://www.moh.gov.sg
http://www.facebook.com/sghealthminister
http://twitter.com/sporeMOH",2013-04-01T09:24:13.000Z,MOHSingapore,None,PT46S,1342,3,0,0,Society
26,Trailer 2 :  Specialising to offer the best care, ,2013-03-06T14:32:06.000Z,MOHSingapore,34,PT31S,1151,2,0,0,Society
27,Webisode 2: Flying high with feet firmly on the ground,Flying high with feet firmly on the ground -- the story of a young high flier and MOH scholar nurse Dionne Liew of Tan Tock Seng. She has achieved so much at such a young age and yet is down to earth and is always willing to do more.,2013-03-06T14:32:07.000Z,MOHSingapore,36,PT4M17S,5540,35,1,1,Society
28,Webisode 1: Nurturing the next generation of nurses,Nurturing the next generation of caregivers -- the story of nurse Alan Lim who as a senior lecturer in Nanyang Poly is passionate about imparting knowledge to the future generation of caregivers.,2013-03-01T16:12:05.000Z,MOHSingapore,36,PT3M54S,10091,66,2,0,Television_program;Society
29,Trailer 1: Flying high with feet firmly on the ground, ,2013-03-01T02:51:54.000Z,MOHSingapore,32,PT32S,803,1,0,0,Society
30,Care To Go Beyond: Medical Technologist, ,2013-02-28T13:22:20.000Z,MOHSingapore,32,PT58S,2153,3,0,0,Society
31,Care To Go Beyond: Nursing, ,2013-02-28T13:26:51.000Z,MOHSingapore,31,PT46S,784422,78,9,16,Society
32,Care To Go Beyond: Respiratory Therapist, ,2013-02-28T13:23:25.000Z,MOHSingapore,32,PT1M4S,4767,11,0,0,Society
33,Care To Go Beyond: Clinical Psychologist, ,2013-02-22T15:12:21.000Z,MOHSingapore,31,PT1M1S,4606,16,0,1,Society
34,Care To Go Beyond : Podiatrist, ,2013-02-28T13:27:32.000Z,MOHSingapore,30,PT1M5S,3000,2,0,0,Society
35,Care To Go Beyond : Physiotherapist, ,2013-02-22T15:11:53.000Z,MOHSingapore,32,PT1M35S,8185,12,1,1,Society
36,Care To Go Beyond: Orthoptist, ,2013-02-28T13:28:02.000Z,MOHSingapore,33,PT1M2S,6153,30,2,1,Society
37,Care To Go Beyond: Dietitian, ,2013-02-28T13:28:31.000Z,MOHSingapore,33,PT1M12S,4677,18,0,0,Society
38,Care To Go Beyond: Audiologist, ,2013-02-28T13:30:47.000Z,MOHSingapore,33,PT1M10S,2787,1,0,0,Society
39,"Care To Go Beyond: Diagnostic Radiographer, Speech Therapist, Occupational Therapist","Care To Go Beyond: Physiotherapist, Diagnostic Radiographer, Speech Therapist, Occupational Therapist",2013-02-22T15:16:41.000Z,MOHSingapore,33,PT31S,1823,2,0,0,Society
40,"Care To Go Beyond: Physiotherapist, Prosthetist & Orthotist, Occupational Therapy","Care To Go Beyond: Physiotherapist, Prosthetist & Orthotist, Occupational Therapy",2013-02-22T15:17:28.000Z,MOHSingapore,33,PT31S,2336,5,0,0,Society
41,Care To Go Beyond: Prosthetist & Orthotist, ,2013-02-22T15:11:13.000Z,MOHSingapore,34,PT1M16S,4541,24,0,0,Society
42,Care To Go Beyond: Allied Health Professionals,Care To Go Beyond: Allied Health Professionals,2013-02-18T06:16:52.000Z,MOHSingapore,35,PT1M21S,504371,142,36,5,Society
43,Care To Go Beyond: Speech Therapist, ,2013-02-22T15:13:10.000Z,MOHSingapore,38,PT1M5S,6791,22,0,0,Society
44,Care To Go Beyond: Radiation Therapist,Care To Go Beyond: Radiation Therapist,2013-02-22T15:15:42.000Z,MOHSingapore,35,PT54S,4633,12,0,0,Society
45,Care To Go Beyond: Occupational Therapist,,2013-02-22T15:10:31.000Z,MOHSingapore,37,PT1M14S,9323,22,2,1,Society
46,Care To Go Beyond: Diagnostic Radiographer,Care To Go Beyond: Diagnostic Radiographer,2013-02-22T15:09:48.000Z,MOHSingapore,33,PT45S,5056,5,0,1,Society
47,Care To Go Beyond: Medical Social Worker,,2013-02-22T15:08:58.000Z,MOHSingapore,33,PT54S,12581,56,1,0,Society
48,Our Singapore Conversation 2 - 3 Feb 2013,OSC 2 - 3 Feb 2013,2013-02-03T07:27:43.000Z,MOHSingapore,4,PT1M55S,352,0,0,0,Society
49,Our Singapore Coversation 1 - 1 Feb 13,OSC 1 - 1 Feb 2013,2013-02-01T09:23:22.000Z,MOHSingapore,3,PT1M35S,130,0,0,0,Music
0,Announcement of Medifund Junior at KKH 220113,"Announcement of Medifund Junior at KKH 220113

Find out more here: http://www.heybaby.sg/havingchildren/medical_needs.html",2013-01-23T07:34:24.000Z,MOHSingapore,None,PT1M39S,81,0,0,0,Society
1,Dental Implants CPG Launch : Q&As (2 of 2),A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 2 of 2 of the Q&A session.,2013-01-03T03:30:55.000Z,MOHSingapore,6,PT6M10S,35,0,0,0,Society
2,Dental Implants CPG Launch : Q&As (1 of 2),A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 1 of 2 of the Q&A session.,2013-01-03T03:17:33.000Z,MOHSingapore,6,PT6M25S,45,0,0,0,Society
3,Dental Implants CPG Launch : Connection of Dental Implants to Natural Teeth (4 of 4),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 4 of 4 on the presentation on ""Connection of Dental Implants to Natural Teeth"" by Dr Dominic Leung.",2013-01-02T10:05:39.000Z,MOHSingapore,9,PT5M39S,310,0,0,0,Society
4,Dental Implants CPG Launch : Connection of Dental Implants to Natural Teeth (3 of 4),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 3 of 4 on the presentation on ""Connection of Dental Implants to Natural Teeth"" by Dr Dominic Leung.",2013-01-02T10:03:22.000Z,MOHSingapore,9,PT7M51S,142,0,0,0,Society
5,Dental Implants CPG Launch : Connection of Dental Implants to Natural Teeth (2 of 4),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 2 of 4 on the presentation on ""Connection of Dental Implants to Natural Teeth"" by Dr Dominic Leung.",2013-01-02T09:57:30.000Z,MOHSingapore,9,PT9M44S,216,0,0,0,Society
6,Dental Implants CPG Launch : Connection of Dental Implants to Natural Teeth (1 of 4),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 1 of 4 on the presentation on ""Connection of Dental Implants to Natural Teeth"" by Dr Dominic Leung.",2013-01-02T09:53:43.000Z,MOHSingapore,9,PT9M49S,229,1,0,0,Society
7,Dental Implants CPG Launch : Smoking and Dental Implants (3 of 3),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 3 of 3 on the presentation on ""Smoking and Dental Implants"" by Dr Victor Fan.",2013-01-02T09:47:29.000Z,MOHSingapore,7,PT5M47S,136,0,0,0,Society
8,Dental Implants CPG Launch : Smoking and Dental Implants (2 of 3),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 2 of 3 on the presentation on ""Smoking and Dental Implants"" by Dr Victor Fan.",2013-01-02T09:42:51.000Z,MOHSingapore,7,PT7M42S,161,0,0,0,Society
9,Dental Implants CPG Launch : Smoking and Dental Implants (1 of 3),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 1 of 3 on the presentation on ""Smoking and Dental Implants"" by Dr Victor Fan.",2013-01-02T09:39:33.000Z,MOHSingapore,7,PT9M43S,448,0,0,0,Society
10,Dental Implants CPG Launch : Radiation Therapy and Dental Implant (3 of 3),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 3 of 3 on the presentation on ""Radiation Therapy and Dental Implant"" by Dr Ansgar Cheng.",2013-01-02T09:28:50.000Z,MOHSingapore,8,PT9M57S,162,1,0,0,Society
11,Dental Implants CPG Launch : Radiation Therapy and Dental Implant (2 of 3),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 2 of 3 on the presentation on ""Radiation Therapy and Dental Implant"" by Dr Ansgar Cheng.",2013-01-02T09:17:06.000Z,MOHSingapore,8,PT9M50S,154,0,0,0,Society
12,Dental Implants CPG Launch : Radiation Therapy and Dental Implant (1 of 3),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 1 of 3 on the presentation on ""Radiation Therapy and Dental Implant"" by Dr Ansgar Cheng.",2013-01-02T09:12:59.000Z,MOHSingapore,8,PT9M50S,224,0,0,0,Society
13,Dental Implants CPG Launch : Narrow Diameter Implants (2 of 2),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 2 of 2 on the presentation on ""Narrow Diameter Implants"" by Dr Myra Elliot.",2013-01-02T08:59:30.000Z,MOHSingapore,6,PT4M22S,194,0,0,0,Society
14,Dental Implants CPG Launch : Narrow Diameter Implants (1 of 2),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 1 of 2 on the presentation on ""Narrow Diameter Implants"" by Dr Myra Elliot.",2013-01-02T08:57:58.000Z,MOHSingapore,6,PT9M11S,64,0,0,0,Society
15,Dental Implants CPG Launch : Why CPG on Dental Implants and How to Use It (5 of 5),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 5 of 5 on the presentation on ""Why CPG on Dental Implants and How to Use It"" by Dr Chan Siew Luen.",2013-01-02T08:50:51.000Z,MOHSingapore,13,PT5M58S,20,0,0,0,Society
16,Dental Implants CPG Launch : Why CPG on Dental Implants and How to Use It (4 of 5),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 4 of 5 on the presentation on ""Why CPG on Dental Implants and How to Use It"" by Dr Chan Siew Luen.",2013-01-02T08:50:55.000Z,MOHSingapore,13,PT9M47S,15,0,0,0,Society
17,Dental Implants CPG Launch : Why CPG on Dental Implants and How to Use It (3 of 5),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 3 of 5 on the presentation on ""Why CPG on Dental Implants and How to Use It"" by Dr Chan Siew Luen.",2013-01-02T08:44:57.000Z,MOHSingapore,13,PT9M53S,27,0,0,0,Society
18,Dental Implants CPG Launch : Why CPG on Dental Implants and How to Use It (2 of 5),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 2 of 5 on the presentation on ""Why CPG on Dental Implants and How to Use It"" by Dr Chan Siew Luen.",2013-01-02T08:40:36.000Z,MOHSingapore,13,PT9M51S,23,0,0,0,Society
19,Dental Implants CPG Launch : Why CPG on Dental Implants and How to Use It (1 of 5),"A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This is clip 1 of 5 on the presentation on ""Why CPG on Dental Implants and How to Use It"" by Dr Chan Siew Luen.",2013-01-02T08:36:27.000Z,MOHSingapore,13,PT9M56S,29,0,0,0,Society
20,Dental Implants CPG Launch : Opening Address by Prof Patrick Tseng,A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This clip is the opening address by CDO Prof Patrick Tseng.,2013-01-02T08:26:21.000Z,MOHSingapore,7,PT3M,197,0,0,0,Society
21,Dental Implants CPG Launch : Welcome Message,A scientific meeting to launch the CPG on Dental Implants in Edentulism was organized by the Ministry of Health on 6 October 2012. This clip is the welcome message by Dr Chan Siew Luen.,2013-01-02T08:20:04.000Z,MOHSingapore,7,PT2M26S,68,0,0,0,Society
22,MOH Appreciation Dinner 2012,"Ministry of Health, Singapore, held its Appreciation Dinner 2012 on 6 November 2012 to recognize and celebrate the contributions of our friends in helping us build a better healthcare system for Singapore.",2012-11-08T02:03:11.000Z,MOHSingapore,2,PT6M16S,138,0,0,0,Society
23,MOH Interstitial ChiSubs Revised4, ,2012-11-05T09:26:27.000Z,MOHSingapore,4,PT1M24S,27,0,0,0,Entertainment
24,MOH Interstitial EngSubsFinal,Aged care facilities in the community bring convenience to the elderly and their loved ones. Watch the video to find out how.,2012-10-31T08:27:28.000Z,MOHSingapore,7,PT1M24S,681,3,1,0,Society
25,MediShield Enhancements,"At the 3rd AWWA Silver Sports Day, Minister Gan discussed the enhancement to MediShield, following the recent public consultation. Hear what he has to say, or read about in the press release (http://sg.sg/RkWGsW)",2012-10-12T11:03:46.000Z,MOHSingapore,5,PT2M27S,313,None,None,None,Society
26,Health Minister Gan Kim Yong visits Potong Pasir.m4v, ,2012-10-08T08:49:49.000Z,MOHSingapore,3,PT1M38S,142,1,0,0,Society
27,Health Minister Mr Gan Kim Yong's visit to Man Fut Tong Nursing Home,"MOH unveiled plans for additional nursing homes across Singapore (http://goo.gl/maps/n8X81). As Singapore's population ages, these facilities in the community will bring convenience as care will be available almost right at the door step within residential areas. More details here: http://sg.sg/R1jn5P",2012-09-29T03:16:32.000Z,MOHSingapore,3,PT1M32S,324,None,None,None,Society
28,"Launch of the ""Let's Drink Water"" campaign","Launch of the ""Let's Drink Water"" campaign.",2012-08-30T10:54:41.000Z,MOHSingapore,3,PT1M51S,297,0,0,0,Lifestyle_(sociology);Health
29,"NATIONAL DAY 2012 GREETINGS - MINISTER OF STATE FOR HEALTH & MANPOWER, DR AMY KHOR",Audio clip courtesy of MediaCorp.,2012-08-08T09:41:54.000Z,MOHSingapore,6,PT51S,135,0,0,None,Lifestyle_(sociology)
30,"NATIONAL DAY 2012 GREETINGS - MINISTER FOR HEALTH, GAN KIM YONG",Audio clip courtesy of MediaCorp.,2012-08-08T05:22:47.000Z,MOHSingapore,7,PT53S,118,0,0,None,Society
31,Minister Gan's visit to Bukit Timah Constituency, ,2012-07-22T13:20:15.000Z,MOHSingapore,1,PT4M43S,185,0,0,0,Society
32,iHealth SG,"MOH iHealth Sg is a comprehensive guide to healthcare establishments and healthcare professionals in Singapore. It is developed by the Ministry of Health (MOH), Singapore. It allows the public to:

1) Use the GPS capability to locate healthcare facilities near you;
2) Filter healthcare facilities by the services they provide;
3) Obtain phone numbers and addresses of healthcare facilities;
4) Locate the selected healthcare facility on the map;
5) View the live webcam images showing the various waiting areas in Polyclinics;
6) Search healthcare facilities by name, street address or postal code;
7) Search healthcare professionals by name or place of practice.

You may download the app here:
http://itunes.apple.com/sg/app/moh-ihealth-sg/id467311821?mt=8 (for iOS devices)
https://play.google.com/store/apps/details?id=gov.moh.sg.ihealth.search&hl=en (for Android devices)",2012-06-13T09:04:49.000Z,MOHSingapore,6,PT1M29S,430,None,None,None,None
33,Keeping healthcare affordable for our elderly (Tamil), ,2012-05-22T06:23:37.000Z,MOHSingapore,5,PT1M11S,145,0,0,0,Society
34,Keeping healthcare affordable for our elderly (Malay), ,2012-05-22T06:22:59.000Z,MOHSingapore,5,PT1M1S,46,0,0,0,Society
35,Keeping healthcare affordable for our elderly (Chinese), ,2012-05-23T03:26:09.000Z,MOHSingapore,5,PT1M6S,226,1,0,0,Society
36,Keeping healthcare affordable for our elderly, ,2012-05-21T11:57:30.000Z,MOHSingapore,3,PT1M1S,3661,4,0,None,Society
37,Ms Porsche Poh - Role of VWO's in Community Management of Schizophrenia (Part 4 of 4),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:58:14.000Z,MOHSingapore,3,PT5M21S,108,2,0,0,Society
38,Ms Porsche Poh - Role of VWO's in Community Management of Schizophrenia (Part 3 of 4),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:56:23.000Z,MOHSingapore,3,PT5M58S,63,0,0,0,Society
39,Ms Porsche Poh - Role of VWO's in Community Management of Schizophrenia (Part 2 of 4),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:55:25.000Z,MOHSingapore,3,PT6M24S,94,1,0,0,Society
40,Ms Porsche Poh - Role of VWO's in Community Management of Schizophrenia (Part 1 of 4),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:53:41.000Z,MOHSingapore,3,PT5M15S,142,0,0,0,Society
41,Ms Khoo Chai Ling - Pharmacological Interventions in Schizophrenia (Part 3 of 3),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:48:48.000Z,MOHSingapore,2,PT9M31S,206,1,0,0,Society
42,Ms Khoo Chai Ling - Pharmacological Interventions in Schizophrenia (Part 2 of 3),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:46:07.000Z,MOHSingapore,2,PT7M14S,228,0,0,0,Society
43,Ms Khoo Chai Ling - Pharmacological Interventions in Schizophrenia (Part 1 of 3),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:45:00.000Z,MOHSingapore,2,PT4M35S,280,0,0,0,Society
44,A/Prof Swapna Verma - What's New in the Revised Schizophrenia CPG? (Part 2 of 2),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:38:43.000Z,MOHSingapore,2,PT7M13S,152,0,0,0,Society
45,A/Prof Swapna Verma - What's New in the Revised Schizophrenia CPG? (Part 1 of 2),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:37:46.000Z,MOHSingapore,2,PT9M12S,283,0,0,0,Society
46,Ms Khoo Chai Ling - Pharmacological Advances in the Treatment of Depression (Part 1 of 2),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:29:14.000Z,MOHSingapore,3,PT7M16S,218,0,0,0,Society
47,Ms Khoo Chai Ling - Pharmacological Advances in the Treatment of Depression (Part 1 of 2),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:27:38.000Z,MOHSingapore,3,PT9M23S,221,0,0,0,Society
48,A/Prof Leslie Lim Eng Choon - What's new in the Revised Depression CPG? (Part 3 of 3),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:10:09.000Z,MOHSingapore,3,PT5M54S,762,1,0,0,Society
49,A/Prof Leslie Lim Eng Choon - What's new in the Revised Depression CPG? (Part 2 of 3),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:09:21.000Z,MOHSingapore,3,PT9M24S,214,0,0,0,Society
0,A/Prof Leslie Lim Eng Choon - What's new in the Revised Depression CPG? (Part 1 of 3),More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T06:07:56.000Z,MOHSingapore,3,PT8M37S,351,0,0,0,Society
1,Dr Peh Lai Huat - Monitoring,More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T03:44:10.000Z,MOHSingapore,2,PT9M24S,451,2,0,0,Lifestyle_(sociology);Health
2,Dr Tung Yew Cheong - Suicide Prevention,More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T03:35:40.000Z,MOHSingapore,2,PT16M59S,245,0,1,0,Society
3,Dr Patricia Yap - Psychological Interventions,More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-13T03:27:41.000Z,MOHSingapore,2,PT18M28S,538,1,0,0,Society
4,Dr Chua Tze-Ern - Pharmacological Intervention : Reproductive Health Issues,More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-11T15:38:33.000Z,MOHSingapore,2,PT10M6S,127,0,0,0,Society
5,Mr Chee Kok Seng - Pharmacological Intervention,More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-11T09:19:45.000Z,MOHSingapore,2,PT7M53S,165,0,0,0,Knowledge
6,Dr Lim Boon Leng - Why Bipolar Disorder?,More information on the Clinical Practice Guideline may be found at the Health Professionals Portal (http://www.hpp.moh.gov.sg).,2012-04-11T08:00:39.000Z,MOHSingapore,2,PT9M2S,800,2,0,1,Society
7,Post-Budget 2012 Dialogue-healthy living,18032012 Post-Budget 2012 Dialogue - Questions on Promoting healthy living,2012-03-21T08:14:19.000Z,MOHSingapore,9,PT3M45S,172,None,None,None,Society
8,AProf Lynne Lim, ,2012-02-09T04:48:12.000Z,MOHSingapore,3,PT26M32S,239,0,0,1,Society
9,Dr Wong Sweet Fun, ,2012-02-09T04:26:05.000Z,MOHSingapore,4,PT21M38S,384,0,0,0,None
10,Health Minister Gan at the MCA Aged Care Sector Stakeholder's Dialogue,20 Jan 2012 Collectively shaping the future of the aged care sector - Health Minister Gan at the Ministerial Committee on Ageing (MCA) Aged Care Sector Stakeholder's Dialogue,2012-01-20T07:25:11.000Z,MOHSingapore,18,PT5M5S,616,0,0,0,Society
11,15 Jan 2012 Launch of the CHAS,15 Jan 2012 Launch of the CHAS,2012-01-15T10:36:14.000Z,MOHSingapore,4,PT3M8S,380,0,0,0,Music
12,Chronic Hepatitis B: Treatment Indications and Options (1/3),"Fifth speaker Dr Lui from Gleneagles Hospital speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Dr Lui Hock Foong
Consultant Gastroenterologist
H F Lui Digestive & Liver Clinic
Gleneagles Hospital",2012-01-11T06:42:57.000Z,MOHSingapore,5,PT3M25S,6661,4,2,2,Society
13,Chronic Hepatitis B: What to do after diagnosis (3/3),"Fourth speaker Professor Teo from Changi General Hospital speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Professor Teo Eng Kiong
Deputy Chairman Medical Board (Medical Disciplines);
Chief of Gastroenterology
Changi General Hospital",2012-01-11T06:39:16.000Z,MOHSingapore,1,PT5M7S,223,0,0,0,Society
14,Chronic Hepatitis B: Treatment Indications and Options (3/3),"Fifth speaker Dr Lui from Gleneagles Hospital speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Dr Lui Hock Foong
Consultant Gastroenterologist
H F Lui Digestive & Liver Clinic
Gleneagles Hospital",2012-01-11T03:31:11.000Z,MOHSingapore,5,PT4M49S,1747,3,0,0,Society
